HTS,HTS Six-Digit,BEC Code,BEC Description,2015 Imports for Consumption,2016 Imports for Consumption,2017 Imports for Consumption,2018 Imports for Consumption,January through April 2019 Imports for Consumption,"Average Imports for 2015, 2016, and 2017",is_electronics
84773000,847730,41,Capital,4716409,5828367,9567895,8506586,1316321,6704223.5,True
84774001,847740,41,Capital,1214593,1688495,2045423,1411876,285430,1649503.625,True
84775100,847751,41,Capital,13849586,3285484,36494416,12473741,2456332,17876496.0,True
84778000,847780,41,Capital,29569052,49819336,78699912,55774016,7098013,52696100.0,True
84779025,847790,42,Intermediate,10981071,4929819,6246559,8777542,3198038,7385816.5,True
84779045,847790,42,Intermediate,1912221,2455499,2951253,4205634,1391923,2439657.75,True
84779065,847790,42,Intermediate,341429,357391,200996,1061104,66236,299938.6563,True
84779085,847790,42,Intermediate,129453776,103709152,151661360,130194440,30600828,128274760.0,True
84791000,847910,41,Capital,3938690,5432802,6183535,5732319,1217118,5185009.0,True
84792000,847920,41,Capital,2354188,3849729,8031233,4436727,506766,4745050.0,True
84793000,847930,41,Capital,229620,733228,1082427,2880567,100987,681758.3125,True
84794000,847940,41,Capital,5138766,4841069,9581694,3829739,1375609,6520509.5,True
84795000,847950,41,Capital,20246464,15509783,15242961,14295690,2483724,16999736.0,True
84798100,847981,41,Capital,16738608,7312971,8076428,7071011,1676314,10709336.0,True
84798200,847982,41,Capital,36854544,32914002,39397816,45895096,15133216,36388788.0,True
84798983,847989,41,Capital,1232595,41602,285317,379315,0,519838.0,True
84798992,847989,41,Capital,0,728933,1872962,1588170,458469,867298.3125,True
84799094,847990,42,Intermediate,204170496,171294080,211500800,257944512,65250392,195655120.0,True
84802000,848020,41,Capital,5204110,4417140,6322072,11866674,2190950,5314440.5,True
84803000,848030,41,Capital,1605921,2054740,1655507,3461943,748066,1772056.0,True
84804100,848041,41,Capital,21970160,20490152,22511614,19441488,5631554,21657308.0,True
84804900,848049,41,Capital,10622520,11732879,9410300,13204580,3073421,10588566.0,True
84805000,848050,41,Capital,15823035,13164618,13965408,13427217,3615440,14317687.0,True
84807110,848071,41,Capital,764823,1328294,1478661,2246944,127222,1190592.625,True
84807140,848071,41,Capital,3013828,2869375,4135591,2694724,496725,3339598.0,True
84807180,848071,41,Capital,337781472,339997920,426510240,420531104,127079944,368096544.0,True
84811000,848110,42,Intermediate,54994988,57969240,63514960,54678148,12346250,58826396.0,True
84812000,848120,42,Intermediate,49904828,47551436,75551720,76210312,15777961,57669328.0,True
84813020,848130,42,Intermediate,55679728,48084272,46996400,67294032,20419604,50253468.0,True
84813090,848130,42,Intermediate,9640457,9650809,12495722,12875984,3367897,10595663.0,True
84814000,848140,42,Intermediate,39776800,29492012,36542528,38580072,10730011,35270448.0,True
84819090,848190,42,Intermediate,695580352,514490624,666586624,684627200,164716032,625552512.0,True
84821050,848210,42,Intermediate,249582000,232800288,264304880,288752544,92427976,248895728.0,True
84822000,848220,42,Intermediate,89858208,78219008,86464616,84646520,24013258,84847280.0,True
84823000,848230,42,Intermediate,24831516,23751456,29964386,35140728,8844966,26182452.0,True
84824000,848240,42,Intermediate,34486416,27563124,29724492,30522516,9843030,30591344.0,True
84825000,848250,42,Intermediate,30065052,25503916,30454382,39207744,13339885,28674450.0,True
84828000,848280,42,Intermediate,4048860,2991753,3388762,4213220,1340071,3476458.25,True
84829100,848291,42,Intermediate,25166956,20345676,19916920,23138880,6337908,21809850.0,True
84829905,848299,42,Intermediate,22577924,22864236,30598056,31218492,10574380,25346738.0,True
84829915,848299,42,Intermediate,30292512,20596966,24483976,32728688,11384220,25124484.0,True
84829925,848299,42,Intermediate,11838809,13320861,13834438,16547230,5665726,12998036.0,True
84829935,848299,42,Intermediate,1491757,1772493,2443900,2092089,459285,1902716.625,True
84829945,848299,42,Intermediate,681869,642440,831610,1911375,167439,718639.6875,True
84829965,848299,42,Intermediate,6745032,8980465,10808910,8653726,4860195,8844802.0,True
84833040,848330,42,Intermediate,12097801,14013458,15781663,19201600,5590476,13964307.0,True
84834010,848340,42,Intermediate,20854686,11063088,10934342,9419462,2422030,14284039.0,True
84834030,848340,42,Intermediate,2273743,2127319,3375535,2374784,337637,2592199.0,True
84834080,848340,42,Intermediate,1399874,1130875,2012268,2983236,1058908,1514339.0,True
84834090,848340,42,Intermediate,127261232,135445856,142128048,100785888,19015612,134945040.0,True
84835060,848350,42,Intermediate,17255968,15788834,20529346,22124650,9725037,17858050.0,True
84835090,848350,42,Intermediate,99807848,90940152,94370688,102303344,39257716,95039560.0,True
84836040,848360,42,Intermediate,11481525,8421224,9997747,10860970,3544072,9966832.0,True
84839010,848390,42,Intermediate,47285472,38463344,39290440,45471512,17124352,41679752.0,True
84839020,848390,42,Intermediate,972758,908547,720922,399752,128638,867409.0,True
84839030,848390,42,Intermediate,20846356,16296685,12401553,25422512,11485557,16514865.0,True
84839070,848390,42,Intermediate,254383,1348760,1346617,1844508,218125,983253.3125,True
84839080,848390,42,Intermediate,133854992,117416840,137677824,132187760,43957568,129649888.0,True
84841000,848410,42,Intermediate,38769336,28314848,39361028,41599080,11553196,35481736.0,True
84842000,848420,42,Intermediate,10942882,12746085,18073614,25138560,7260096,13920860.0,True
84849000,848490,42,Intermediate,9851830,7912327,7483279,5688636,1196240,8415812.0,True
84871000,848710,42,Intermediate,8257936,3843983,3174832,2145697,1337559,5092250.5,True
84879000,848790,42,Intermediate,29115212,35954088,44521728,44771916,11042719,36530344.0,True
85011040,850110,41,Capital,258497520,225841680,247117616,256315136,73961416,243818944.0,True
85012020,850120,41,Capital,6621029,6570290,7617388,5697802,1893988,6936235.5,True
85012050,850120,41,Capital,60335,38804,85770,162641,133686,61636.33203,True
85012060,850120,41,Capital,15519773,11285614,10886557,10216119,2155067,12563981.0,True
85013120,850131,41,Capital,123858384,114922784,104920392,83398728,20689848,114567184.0,True
85013150,850131,41,Capital,336029,321102,600800,671722,269719,419310.3438,True
85013160,850131,41,Capital,33336972,43905120,49270788,38818472,8917941,42170960.0,True
85013245,850132,41,Capital,286329,793100,3268419,1455685,31099,1449282.625,True
85013255,850132,41,Capital,2432445,3332193,2417489,1985227,701798,2727375.75,True
85013340,850133,41,Capital,662423,208067,4075693,2436370,139944,1648727.625,True
85013360,850133,41,Capital,865750,2175062,103505,77630,11454,1048105.688,True
85013430,850134,41,Capital,438081,3621389,22909,842321,290209,1360793.0,True
85013460,850134,41,Capital,45947,213470,15223193,1597064,68090,5160870.0,True
85015120,850151,41,Capital,2203354,3853337,5907491,3353387,611880,3988060.75,True
85015140,850151,41,Capital,179464592,130827624,106964120,77007472,12349259,139085440.0,True
85015150,850151,41,Capital,718324,1517809,1398371,850982,481435,1211501.375,True
85015160,850151,41,Capital,7967071,9734733,12131109,9718065,1795430,9944304.0,True
85015280,850152,41,Capital,77799320,67792256,89790912,89891184,21627138,78460832.0,True
85015340,850153,41,Capital,11916524,11777472,18202316,21203164,13380398,13965437.0,True
85015380,850153,41,Capital,41361900,27862316,40948060,33903568,7644939,36724092.0,True
85016200,850162,41,Capital,11889233,20036580,23999556,42877660,17262036,18641790.0,True
85016300,850163,41,Capital,465329,8235321,12119059,13696794,4594123,6939903.0,True
85016400,850164,41,Capital,62876608,67692240,52784400,51307244,11493351,61117748.0,True
85021100,850211,41,Capital,24891128,21896240,21618786,26989192,12503120,22802052.0,True
85021200,850212,41,Capital,6279525,4127601,12828965,9501343,488786,7745363.5,True
85021300,850213,41,Capital,2312885,2772495,2483019,2995421,153166,2522799.75,True
85023100,850231,41,Capital,26363162,36249580,53280636,794519,278194,38631128.0,True
85023900,850239,41,Capital,4731965,1919547,2118311,3894434,889921,2923274.25,True
85024000,850240,41,Capital,379357,512358,301908,1481088,84594,397874.3438,True
85030020,850300,42,Intermediate,8285212,6206361,7494348,7313586,1672605,7328640.5,True
85030035,850300,42,Intermediate,7249670,5295092,5695974,5840053,1771801,6080245.5,True
85030045,850300,42,Intermediate,1884651,2064271,2195443,1557283,21129,2048121.625,True
85030065,850300,42,Intermediate,73813968,60132992,61628852,88843624,46035120,65191936.0,True
85030075,850300,42,Intermediate,1729557,2032822,3053481,3373350,772202,2271953.25,True
85030090,850300,42,Intermediate,4766880,2748826,1269149,1651941,342309,2928285.0,True
85042100,850421,41,Capital,1536780,1023762,2741949,3613628,1151924,1767497.0,True
85042200,850422,41,Capital,3139363,1576425,1091852,1762902,752367,1935880.0,True
85042300,850423,41,Capital,50722984,29637696,18864854,25908236,9051768,33075178.0,True
85043200,850432,41,Capital,31023628,33540950,31149060,24726380,5808091,31904546.0,True
85043300,850433,41,Capital,5129773,5716328,6098376,6613245,1719674,5648159.0,True
85043400,850434,41,Capital,8672948,8611086,10412523,16844836,8269363,9232186.0,True
85044040,850440,41,Capital,170323520,178645712,209159536,194252160,35295212,186042928.0,True
85049041,850490,42,Intermediate,0,15034448,39077172,33215656,3529838,18037206.0,True
85049065,850490,42,Intermediate,17818328,18133908,20204988,21286700,6765311,18719074.0,True
85049075,850490,42,Intermediate,44626060,37399480,37827888,38017220,10486813,39951144.0,True
85049096,850490,42,Intermediate,0,62819000,176743648,192844624,42314800,79854216.0,True
85051910,850519,41,Capital,6983005,7715191,7675259,5805360,1313264,7457818.5,True
85052000,850520,41,Capital,16118407,15982291,20868064,19021740,6816675,17656254.0,True
85059030,850590,41,Capital,2842908,2990960,2800665,2172390,58983,2878177.75,True
85059040,850590,41,Capital,6983931,7094252,9092820,4346899,206822,7723667.5,True
85059070,850590,41,Capital,0,315263,471637,514691,281864,262300.0,True
85059075,850590,41,Capital,0,49969140,103793656,100834696,33900396,51254264.0,True
85064010,850640,63,Consumption,2378442,378546,874786,170668,20758,1210591.375,True
85064050,850640,63,Consumption,342594,313776,255018,62764,3860,303796.0,True
85065000,850650,63,Consumption,60693860,74132440,90016168,62276608,10722990,74947488.0,True
85066000,850660,63,Consumption,2667452,1728679,2100920,1921025,442617,2165683.75,True
85069000,850690,22,Intermediate,3829556,4015956,3246765,2041883,358490,3697425.75,True
85079080,850790,22,Intermediate,23499346,30787722,39859272,54413408,19770974,31382114.0,True
85141000,851410,41,Capital,17183244,16770149,16271138,14267345,1737068,16741510.0,True
85142060,851420,41,Capital,145930,63790,7129,530231,0,72283.0,True
85142080,851420,41,Capital,2356887,1340004,475045,1780053,389269,1390645.375,True
85143010,851430,41,Capital,0,1671581,3905291,5378348,2109979,1858957.375,True
85143090,851430,41,Capital,0,5047150,7882792,6713625,1191395,4309980.5,True
85144000,851440,41,Capital,1345927,2192937,1117674,2144049,622033,1552179.375,True
85149080,851490,42,Intermediate,13985551,15661474,16235356,18543944,4998959,15294127.0,True
85151100,851511,41,Capital,7256382,6905823,7977588,8123841,2374040,7379931.0,True
85151900,851519,41,Capital,4686966,6341766,4793139,6907810,1187245,5273957.0,True
85152100,851521,41,Capital,880996,1394661,17078644,3079058,716028,6451433.5,True
85152900,851529,41,Capital,7678556,6581218,10592848,8379896,1884167,8284207.5,True
85153100,851531,41,Capital,6342438,4458552,3735860,3269628,769287,4845616.5,True
85153900,851539,41,Capital,33933560,40727172,61257668,64921788,15241996,45306132.0,True
85158000,851580,41,Capital,10442749,13482312,18689220,15179847,3164572,14204760.0,True
85159020,851590,42,Intermediate,38356080,31366096,34865420,39671676,12196456,34862532.0,True
85159040,851590,42,Intermediate,13176432,14033011,14741953,11177571,2356883,13983799.0,True
85255070,852550,41,Capital,13653355,18695674,16417587,18294864,4055563,16255539.0,True
85256010,852560,41,Capital,184557104,178552768,178769104,119165296,19128124,180626320.0,True
85256020,852560,41,Capital,120874608,353907648,619183680,153134368,1811330,364655296.0,True
85258010,852580,41,Capital,3280757,5002113,3899566,3525879,129777,4060812.0,True
85258020,852580,61,Consumption,914843,1684428,2674612,2274081,494766,1757961.0,True
85261000,852610,41,Capital,3372573,3509426,4000561,15360564,5599244,3627520.0,True
85269100,852691,41,Capital,813476608,844844288,432815520,260950720,23388036,697045504.0,True
85269250,852692,41,Capital,154201136,135037344,130184496,129011728,30568722,139807664.0,True
85279915,852799,41,Capital,29663800,32428528,37972964,19975368,1099107,33355098.0,True
85279940,852799,41,Capital,3262698,3003650,3098686,1103746,171376,3121678.0,True
85291040,852910,42,Intermediate,88435528,70890392,85775760,63969928,10232620,81700560.0,True
85299005,852990,42,Intermediate,0,61669,56298,66612,135533,39322.33203,True
85299006,852990,42,Intermediate,4802248,4596655,3545058,2328853,570071,4314653.5,True
85299009,852990,42,Intermediate,2779903,1512052,821573,846010,96470,1704509.375,True
85299016,852990,42,Intermediate,2944047,4191962,7087959,13071811,7632361,4741322.5,True
85299019,852990,42,Intermediate,2128313,2329143,3651755,3241897,311196,2703070.25,True
85299022,852990,42,Intermediate,145454080,121214080,123515040,66515760,8073937,130061064.0,True
85299024,852990,42,Intermediate,0,263438,898801,827603,70245,387413.0,True
85299029,852990,42,Intermediate,164472,135245,568522,333958,22568,289413.0,True
85299033,852990,42,Intermediate,4375,0,0,4369,0,1458.333374,True
85299046,852990,42,Intermediate,281934,207631,116737,177539,34180,202100.6719,True
85299063,852990,42,Intermediate,451300,236957,546842,156452,10020,411699.6563,True
85299068,852990,42,Intermediate,0,3318676,7574136,3817953,369516,3630937.25,True
85299073,852990,42,Intermediate,1001264,406941,1325910,2571369,85093,911371.6875,True
85299078,852990,42,Intermediate,1211392,1012669,1135580,1085874,106809,1119880.375,True
85299081,852990,42,Intermediate,17650252,24198262,23450524,22929608,7361053,21766346.0,True
85299083,852990,42,Intermediate,4003775,4868827,11097144,3257651,1318063,6656582.0,True
85299089,852990,42,Intermediate,1471720,1973284,1728060,621836,304888,1724354.625,True
85299093,852990,42,Intermediate,15223636,12927797,14806457,6474460,2252116,14319297.0,True
85299095,852990,42,Intermediate,2593011,3244470,2143160,2235686,981488,2660213.75,True
85299097,852991,7,Unspecified,8060441,6791168,8255096,12203691,4818188,7702235.0,True
85299099,852991,7,Unspecified,181609888,234728112,220754528,133056952,18246148,212364176.0,True
85301000,853010,41,Capital,4785745,981839,2150502,2357231,1209317,2639362.0,True
85308000,853080,41,Capital,17821844,13983029,18621134,14101785,4110287,16808668.0,True
85309000,853090,42,Intermediate,35404924,36895792,37804088,27604604,10160392,36701600.0,True
85321000,853210,41,Capital,17735344,15913659,14374342,17169312,4818992,16007782.0,True
85322100,853221,41,Capital,30787084,29235028,32101580,31416716,6773230,30707898.0,True
85322200,853222,41,Capital,43805368,40884536,44915608,45033424,11502036,43201836.0,True
85322300,853223,41,Capital,7006033,7139031,7009131,8873298,1613206,7051398.5,True
85322400,853224,41,Capital,68454584,60874932,74910480,135304912,43800164,68080000.0,True
85322500,853225,41,Capital,52210684,45780728,52164088,51893392,15461902,50051832.0,True
85322900,853229,41,Capital,22104664,22568984,22069904,27786452,3718772,22247850.0,True
85323000,853230,41,Capital,4554086,5481744,4211455,5064302,851516,4749095.0,True
85329000,853290,42,Intermediate,4561546,4287282,4196113,3412139,1018903,4348313.5,True
85331000,853310,42,Intermediate,7699025,6713928,6705300,8143591,1729432,7039417.5,True
85332100,853321,42,Intermediate,43791360,43794016,44315640,63122024,13722770,43967004.0,True
85332900,853329,42,Intermediate,18643762,8742225,18523592,19388202,4042883,15303193.0,True
85333100,853331,42,Intermediate,897479,425316,428229,594000,177041,583674.6875,True
85334040,853340,42,Intermediate,26802070,31830344,33968488,28576288,5813580,30866968.0,True
85334080,853340,42,Intermediate,118899288,101368568,94204848,89084880,21645798,104824232.0,True
85339080,853390,42,Intermediate,2518735,3283360,3676018,6458729,1003077,3159371.0,True
85351000,853510,42,Intermediate,15571354,20619688,20578944,13765791,4477265,18923328.0,True
85352100,853521,42,Intermediate,2875605,2695167,4991543,4039150,1136784,3520771.75,True
85352900,853529,42,Intermediate,11085227,9607976,7440862,4708158,909120,9378022.0,True
85353000,853530,42,Intermediate,17451592,9160417,10128833,9018857,1686354,12246947.0,True
85359040,853590,42,Intermediate,1198709,734506,402743,1827644,276340,778652.6875,True
85359080,853590,42,Intermediate,49261080,50319540,53351540,43143000,11646856,50977388.0,True
85361000,853610,42,Intermediate,17639192,19381924,13867700,18978292,4379390,16962938.0,True
85362000,853620,42,Intermediate,45631700,55207936,59367320,54287960,18235968,53402320.0,True
85363040,853630,42,Intermediate,12840213,8472689,10236394,11185368,3599436,10516432.0,True
85364100,853641,42,Intermediate,117787072,102218216,124478424,130785568,36557496,114827904.0,True
85364900,853649,42,Intermediate,110290312,110110912,121258584,124771104,36710604,113886600.0,True
85365040,853650,42,Intermediate,24445940,21120804,19436020,19384454,5953718,21667588.0,True
85365090,853650,42,Intermediate,419377856,415893152,484902592,448216704,125863192,440057856.0,True
85366940,853669,42,Intermediate,495257536,535297024,543460160,537807424,117157640,524671584.0,True
85369040,853690,42,Intermediate,138758992,130546464,141295872,152119744,38151428,136867104.0,True
85369085,853690,42,Intermediate,0,97096912,192301728,208588928,57598024,96466216.0,True
85371060,853710,42,Intermediate,21578496,11626176,19569668,20735400,3750045,17591446.0,True
85371080,853710,42,Intermediate,0,4933598,25944068,28423732,8021757,10292555.0,True
85372000,853720,42,Intermediate,7947265,6127381,7254243,4989742,2167401,7109629.5,True
85381000,853810,42,Intermediate,15105336,18509820,19482494,18863666,8741802,17699216.0,True
85389040,853890,42,Intermediate,743446,780830,1189801,1311862,207958,904692.3125,True
85389060,853890,42,Intermediate,155713104,179796464,187691456,161930064,22995062,174400336.0,True
85389081,853890,42,Intermediate,0,125207600,253241744,273756288,69948040,126149784.0,True
85394100,853941,42,Intermediate,5569010,5576567,4163591,3130975,937337,5103056.0,True
85399000,853990,22,Intermediate,12491514,14365150,18237976,14205050,2397471,15031547.0,True
85407910,854079,42,Intermediate,0,32950,0,0,0,10983.33301,True
85407920,854079,42,Intermediate,3381,2108,0,0,0,1829.666626,True
85408900,854089,42,Intermediate,5245675,5030085,4883710,4833847,1299833,5053156.5,True
85412100,854121,42,Intermediate,53851224,78191072,72892008,61696444,15737826,68311432.0,True
85412900,854129,42,Intermediate,212176992,189514000,212172240,287721280,84318664,204621072.0,True
85413000,854130,42,Intermediate,29241284,26039938,28920218,28518528,6126325,28067146.0,True
85414020,854140,42,Intermediate,580858112,652521088,626420288,491437088,92549360,619933184.0,True
85414070,854140,42,Intermediate,2037582,1013217,1477946,1790478,313365,1509581.625,True
85414080,854140,42,Intermediate,34844056,41847592,52757352,59906120,16538140,43149668.0,True
85414095,854140,42,Intermediate,21898164,18975952,13615637,13845605,3215950,18163252.0,True
85415000,854150,42,Intermediate,21297006,30995356,34629232,27162490,4399483,28973864.0,True
85416000,854160,42,Intermediate,170180352,242229184,167920112,108756616,12799944,193443216.0,True
85419000,854190,42,Intermediate,42545524,30742416,36092048,28285484,14773001,36459996.0,True
85431000,854310,41,Capital,63825,844692,1017123,501227,1115229,641880.0,True
85432000,854320,41,Capital,3592102,3950044,9425351,6856958,1693844,5655832.5,True
85433020,854330,41,Capital,0,1542246,798735,475732,21800,780327.0,True
85433090,854330,41,Capital,0,10812551,28865946,30153588,9751101,13226166.0,True
85437020,854370,41,Capital,1807688,2737599,2675961,1825599,170205,2407082.75,True
85437042,854370,41,Capital,0,3632577,8948705,5815950,187243,4193760.75,True
85437060,854370,41,Capital,1261447,2232194,3497348,3183400,611299,2330329.75,True
85437080,854370,41,Capital,125256,97932,967123,255100,23011,396770.3438,True
85437095,854370,41,Capital,0,2510323,6896848,5661075,709195,3135723.75,True
85437097,854371,7,Unspecified,0,2672486,2736114,1864492,373157,1802866.625,True
85439012,854390,42,Intermediate,0,26241056,23590040,17354734,5690176,16610365.0,True
85439015,854390,42,Intermediate,299670,411485,1370450,1018979,456738,693868.3125,True
85439035,854390,42,Intermediate,2335920,1906282,6206333,3046582,333993,3482845.0,True
85439065,854390,42,Intermediate,1587522,2023146,4963794,4420734,548876,2858154.0,True
85439068,854390,42,Intermediate,37557312,45607592,42144316,24932928,5792913,41769740.0,True
85441100,854411,22,Intermediate,23682380,21026960,23230120,25548478,3881511,22646486.0,True
85441900,854419,22,Intermediate,5199311,5540121,6594195,5349537,1037048,5777875.5,True
85443000,854430,53,Intermediate,635519680,579116608,486111392,493699584,177105280,566915904.0,True
85444930,854449,22,Intermediate,44225812,43418736,63538684,74199360,12573290,50394412.0,True
85444990,854449,22,Intermediate,116929232,116615824,156770944,115584432,8458536,130105336.0,True
85446020,854460,22,Intermediate,15435804,12131128,13853220,26138276,7292830,13806717.0,True
85446040,854460,22,Intermediate,9954087,7147193,35263392,40096220,9703473,17454890.0,True
85447000,854470,22,Intermediate,228094816,215333872,283693120,256643232,47608880,242373936.0,True
