reporter_name,reporter_code,year,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average,trade_weighted,duty_free_share,is_electronics
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,K,Fish and fish products,0.728789224664225,1.49271505510841,0.850224615384615,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,J,Other agricultural products,1.82523197977821,2.04339519323231,0.407853424657534,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,J,Other agricultural products,1.76007321023648,2.24540454567817,0.412561904761905,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,J,Other agricultural products,1.73323670906719,2.00061108246033,0.414702739726027,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,J,Other agricultural products,1.70140257531584,2.36783557749358,0.411881632653061,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,J,Other agricultural products,1.83378987279844,2.09975212898207,0.407853424657534,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,J,Other agricultural products,1.86347790280496,2.11795418653904,0.407853424657534,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,J,Other agricultural products,1.65881681243926,2.40621047990679,0.418684353741497,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,L05,Non-ferrous metals,2.42568196694485,1.92825541406496,0.297005154639175,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,L05,Non-ferrous metals,2.42319291819292,1.94433539562323,0.30117263681592,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,L05,Non-ferrous metals,2.42691908034691,1.75433901653165,0.297005154639175,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,L05,Non-ferrous metals,2.42655825560465,1.55945106419022,0.297005154639175,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,L05,Non-ferrous metals,2.42779536900671,1.89476725826899,0.297005154639175,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,L05,Non-ferrous metals,2.42051054252547,1.88431727530876,0.30117263681592,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,L05,Non-ferrous metals,2.42645107794361,1.80601234715171,0.301741293532338,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M01,Crude oils,0.21,0.21,0.0,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M01,Crude oils,0.105,0.105,0.0,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M01,Crude oils,0.145,0.145,0.0,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M01,Crude oils,0.125,0.125,0.0,False
