HTS,HTS Six-Digit,BEC Code,BEC Description,2015 Imports for Consumption,2016 Imports for Consumption,2017 Imports for Consumption,2018 Imports for Consumption,January through April 2019 Imports for Consumption,"Average Imports for 2015, 2016, and 2017"
28459000,284590,22,Intermediate,2638053,4825914,3640230,2996412,846671,3701399
40113000,401130,53,Intermediate,94494,153721,58039,91231,0,102084.6641
40121300,401213,53,Intermediate,20750,106890,5424,1127,0,44354.66797
84011000,840110,41,Capital,0,0,5154,0,130024,1718
84012000,840120,41,Capital,39860,52403,3366,60447,0,31876.33398
84013000,840130,41,Capital,0,0,42000,0,0,14000
84014000,840140,42,Intermediate,0,2772,0,4996,0,924
84021100,840211,41,Capital,10974,22378904,8692,6770,0,7466190
84021200,840212,41,Capital,18406,104945,2588,8621,0,41979.66797
84021900,840219,41,Capital,393757,142090,773423,187482,51919,436423.3438
84022000,840220,41,Capital,2015,28932,446500,580050,0,159149
84029000,840290,42,Intermediate,29048124,79423296,89269088,19706052,6300688,65913504
84042000,840420,41,Capital,331190,638622,2302792,418960,17127,1090868
84049000,840490,42,Intermediate,8226638,8671346,7898616,9941696,146151,8265533.5
84051000,840510,41,Capital,440542,340210,2869555,1748444,541438,1216769
84059000,840590,42,Intermediate,683868,664466,6154629,642808,1601855,2500987.75
84061010,840610,41,Capital,0,0,0,0,0,0
84061090,840610,41,Capital,5433,0,0,0,0,1811
84068190,840681,41,Capital,0,0,0,0,0,0
84068290,840682,41,Capital,755000,0,11434,49630,0,255478
84071000,840710,53,Intermediate,83868,70873,34800,125269,17831,63180.33203
84072100,840721,522,Consumption,117382488,119393080,122046504,124087240,25898832," 119,607,360 "
84072900,840729,53,Intermediate,6815578,12135937,13707360,6613341,13800,10886292
84081000,840810,53,Intermediate,59457,179609,229464,129246,350689,156176.6719
84089010,840890,41,Capital,3110325,1740522,1605266,4389402,2649390,2152037.75
84089090,840890,41,Capital,100615128,78922032,110194424,110418912,5786091,96577192
84091000,840910,53,Intermediate,1373851,1032287,995285,441063,141842,1133807.625
84101100,841011,41,Capital,71301,73414,5694,176070,0,50136.33203
84101200,841012,41,Capital,407028,322000,0,583700,0,243009.3281
84101300,841013,41,Capital,0,0,0,0,0,0
84109000,841090,42,Intermediate,20472452,14178339,16204067,14500606,2058540,16951620
84111140,841111,53,Intermediate,4166195,0,0,22039,0,1388731.625
84111180,841111,53,Intermediate,63423,6568,11729,0,19723,27240
84111240,841112,53,Intermediate,16651653,19460266,34816592,127792864,31178084,23642836
84111280,841112,53,Intermediate,86160,103305,0,0,11223,63155
84112140,841121,53,Intermediate,0,147853,0,10820,0,49284.33203
84112180,841121,53,Intermediate,0,0,0,0,0,0
84112240,841122,53,Intermediate,0,0,0,0,0,0
84112280,841122,53,Intermediate,0,0,0,0,0,0
84118140,841181,53,Intermediate,3529400,813562,335105,41520,0,1559355.625
84118180,841181,53,Intermediate,0,0,0,0,3492012,0
84118240,841182,53,Intermediate,0,0,5000000,0,0,1666666.625
84118280,841182,53,Intermediate,0,0,1624588,1773932,0,541529.3125
84119110,841191,53,Intermediate,3386695,3068893,5880726,3177203,103281,4112104.75
84119190,841191,53,Intermediate,291985504,319202912,321174912,345683584,134023096,310787776
84119910,841199,53,Intermediate,1788200,2798376,4140672,509384,25338,2909082.75
84119990,841199,53,Intermediate,197244320,254284336,193878976,146213376,38361340,215135872
84121000,841210,53,Intermediate,109484,273974,369950,324963,170612,251136
84122100,841221,41,Capital,133289880,130804712,161250704,195999536,57184412,141781760
84122940,841229,41,Capital,786424,226194,1845308,1849185,0,952642
84122980,841229,41,Capital,30320656,37544568,48789016,58061372,15881222,38884748
84123100,841231,41,Capital,27899580,27464000,32989772,30273778,8652602,29451118
84123900,841239,41,Capital,15128734,15716658,19237248,26030068,4527876,16694213
84128010,841280,41,Capital,2177955,2140683,2562410,4867637,1925444,2293682.75
84128090,841280,41,Capital,5838318,7369055,9682553,6654798,1136425,7629975.5
84129010,841290,42,Intermediate,451635,249495,260869,682515,30988,320666.3438
84131900,841319,41,Capital,16932120,18646792,21622556,27037376,2171400,19067156
84134000,841340,41,Capital,315648,947730,257647,377755,0,507008.3438
84135000,841350,41,Capital,294498304,173030896,225330000,213461440,85316152,230953072
84136000,841360,41,Capital,192006848,143365120,158112768,208857248,66053976,164494912
84137010,841370,41,Capital,362871,164236,281957,520170,8005,269688
84137020,841370,41,Capital,367369600,313451264,354740416,376143168,135729056,345187104
84138100,841381,41,Capital,117864088,116064968,133096552,116183720,30577150,122341872
84138200,841382,41,Capital,1683214,736117,559289,883982,219260,992873.3125
84139110,841391,42,Intermediate,28270052,24095364,13554854,24377180,7338268,21973424
84139120,841391,42,Intermediate,1463529,849948,383889,762598,244489,899122
84139190,841391,42,Intermediate,802662656,638247808,803155648,850226432,255383232,748022016
84143040,841430,41,Capital,51084688,51215788,62564672,13579776,7687490,54955048
84143080,841430,41,Capital,263942080,301241984,304755008,294942784,118717504,289979680
84145930,841459,41,Capital,5770927,6978675,7795655,5489741,1283257,6848419
84148005,841480,41,Capital,19563546,16977616,25641568,30963784,11276701,20727576
84148020,841480,41,Capital,15705910,13593779,20597340,16101005,4088478,16632343
84149030,841490,42,Intermediate,50094800,33167266,43585816,35929356,9930084,42282628
84149041,841490,42,Intermediate,183449712,163345840,209080896,232800080,71181400,185292144
84149090,841490,42,Intermediate,45925704,37697556,41262728,41685456,10357518,41628664
84169000,841690,42,Intermediate,39902184,33613896,24360636,22805768,6832268,32625572
84171000,841710,41,Capital,9849864,9272466,7063890,916578,1345801,8728740
84178000,841780,41,Capital,5538363,10463130,4473002,5205147,541935,6824831.5
84179000,841790,42,Intermediate,13107847,22821084,13367008,16028782,7701100,16431980
84186901,841869,41,Capital,373210624,431024800,455472000,390790560,87165040,419902464
84191100,841911,41,Capital,6548625,6353105,7265281,8362975,564233,6722337
84191900,841919,41,Capital,3692589,4487616,5339624,4180731,1142540,4506609.5
84193100,841931,41,Capital,1036178,839790,301315,2161926,394493,725761
84193210,841932,41,Capital,3140393,447189,352811,834748,252213,1313464.375
84193250,841932,41,Capital,297546,393458,146751,965733,107581,279251.6563
84193901,841939,41,Capital,19081028,16685099,36391916,17561868,3048902,24052680
84194000,841940,41,Capital,10631706,4597895,9589908,50780668,2531943,8273169.5
84195010,841950,41,Capital,21805102,36585468,22195964,55311120,9621762,26862178
84195050,841950,41,Capital,94907592,109103520,180876704,191355504,33438428,128295936
84196050,841960,41,Capital,2772119,26256256,2014468,15459359,5150979,10347614
84198960,841989,41,Capital,14196,145890,46660,144643,0,68915.33594
84199010,841990,42,Intermediate,18920768,14437316,12957336,16524328,2016211,15438473
84199020,841990,42,Intermediate,1558601,3319972,3062183,1704849,15826752,2646918.75
84199030,841990,42,Intermediate,80277768,81434896,65859376,71878184,22908028,75857344
84199050,841990,42,Intermediate,26343898,4621666,6180514,11988739,3063989,12382026
84199085,841990,42,Intermediate,269415,1778500,387953,997554,248828,811956
84199095,841990,42,Intermediate,60147480,54092948,75964280,54647880,16847248,63401568
84201090,842010,41,Capital,21353358,18709952,24630660,19403034,5533758,21564656
84209110,842091,42,Intermediate,160587,139463,164812,23450,27600,154954
84209120,842091,42,Intermediate,0,34870,0,45630,4774,11623.33301
84209190,842091,42,Intermediate,1183738,514970,228197,473738,354068,642301.6875
84209920,842099,42,Intermediate,124578,84470,73842,55364,2200,94296.66406
84209990,842099,42,Intermediate,13042416,10186129,13731419,15857221,3907752,12319988
84211900,842119,41,Capital,14061938,16368376,18545612,22148766,5573945,16325309
84212100,842121,41,Capital,292609600,292893408,335257536,313103360,85817440,306920192
84212200,842122,41,Capital,5689947,1878569,2186127,1513076,424514,3251547.75
84212900,842129,41,Capital,92242008,88382176,93616176,98328856,31543288,91413456
84213940,842139,41,Capital,8062519,5722889,6542628,9644156,4349475,6776012
84213980,842139,41,Capital,251660608,250541168,296864320,365261600,80257816,266355360
84219160,842191,42,Intermediate,7035586,7059654,9549265,9795111,3291166,7881501.5
84219900,842199,42,Intermediate,239289648,264597680,295995008,285230272,71282128,266627440
84221900,842219,41,Capital,962888,1226634,2162509,1008293,53338,1450677
84222000,842220,41,Capital,651024,4611339,1081635,1079164,2123092,2114666
84223011,842230,41,Capital,474400,439080,537411,277143,147317,483630.3438
84223091,842230,41,Capital,117076896,124005792,133085272,130572008,28409098,124722656
84224011,842240,41,Capital,1173360,1155500,5995125,1818319,89360,2774661.75
84224091,842240,41,Capital,24353416,26953078,29264700,34192472,7985110,26857064
84229006,842290,42,Intermediate,39350636,49390552,52178168,50854712,17491276,46973120
84229091,842290,42,Intermediate,26089884,25405872,26799436,29119204,4850812,26098398
84232010,842320,41,Capital,0,76672,275682,337480,73065,117451.3359
84232090,842320,41,Capital,0,113274,223232,348777,97252,112168.6641
84233000,842330,41,Capital,6928926,9036046,8069961,9460460,1760425,8011644.5
84238200,842382,41,Capital,36283452,31888694,26385936,23921636,7643323,31519360
84238910,842389,41,Capital,0,61447,506793,887531,305153,189413.3281
84238990,842389,41,Capital,0,524976,446463,303113,152810,323813
84239010,842390,42,Intermediate,0,4374803,14022725,16373126,4949291,6132509.5
84239090,842390,42,Intermediate,0,9244051,17317128,15731802,3561464,8853726
84248910,842489,41,Capital,0,5705920,12957092,7905056,896288,6221004
84249020,842490,42,Intermediate,2394845,2903026,4031950,3071680,659431,3109940.25
84251100,842511,41,Capital,38569692,26553264,20883748,12668480,4473409,28668902
84253901,842539,41,Capital,26886006,30788648,33690580,37367912,12320638,30455078
84264100,842641,41,Capital,250000,216459,312895,520400,37618,259784.6719
84264900,842649,41,Capital,3336133,1702167,140714,33998,9993,1726338
84269900,842699,41,Capital,5105212,2934876,2126392,35979568,519397,3388826.75
84271040,842710,41,Capital,3443792,5402541,11345633,11838548,2007828,6730655.5
84271080,842710,41,Capital,70563840,72685064,67493608,101206000,22449452,70247504
84272040,842720,41,Capital,90713984,87120192,108570416,83202056,14167344,95468200
84272080,842720,41,Capital,43809336,40239212,25827888,85295048,20453654,36625480
84282000,842820,41,Capital,2154187,4483369,6532115,5711159,502429,4389890.5
84283100,842831,41,Capital,624477,349880,338171,602053,348692,437509.3438
84283200,842832,41,Capital,1316123,2039639,806300,953661,255381,1387354
84283300,842833,41,Capital,6558517,4730679,19438504,14969465,2057505,10242567
84283900,842839,41,Capital,36936328,33292012,55406040,52283532,14920521,41878128
84289002,842890,41,Capital,139404368,160308992,176445312,146242272,31284766,158719552
84291100,842911,41,Capital,1059299,3158282,5068178,1845060,0,3095253
84291900,842919,41,Capital,27260,165780,220250,276624,0,137763.3281
84292000,842920,41,Capital,1708667,1079010,2691300,488342,8489,1826325.625
84293000,842930,41,Capital,0,271008,0,0,0,90336
84294000,842940,41,Capital,38344212,38582328,48258116,57378320,13009078,41728220
84295110,842951,41,Capital,28786294,20670316,78450024,143422752,70234664,42635544
84295150,842951,41,Capital,614153,56700,819815,1741290,68941,496889.3438
84295210,842952,41,Capital,30877036,44804720,88913008,163630288,90135536,54864920
84295250,842952,41,Capital,351800,6128362,14460323,10235246,0,6980161.5
84295910,842959,41,Capital,1446160,1128340,1840182,1067660,293216,1471560.625
84295950,842959,41,Capital,211007,5014041,821565,763261,0,2015537.625
84301000,843010,41,Capital,6278448,6287709,5400257,5374689,832244,5988804.5
84303100,843031,41,Capital,742917,380000,1573187,4938638,648603,898701.3125
84303900,843039,41,Capital,129462,1286271,1781911,4261303,2317073,1065881.375
84304100,843041,41,Capital,5037732,3806677,2929311,10000,0,3924573.25
84304980,843049,41,Capital,15895627,17427694,17145864,32912646,5790771,16823062
84305050,843050,41,Capital,101803,6160911,382012,219404,20525556,2214908.75
84306100,843061,41,Capital,1212243,1329007,3158720,3141995,1148753,1899990
84306901,843069,41,Capital,2754586,2781294,5491872,5077756,1711448,3675917.25
84311000,843110,42,Intermediate,88852336,83833136,92382304,81746032,20261344,88355928
84312000,843120,42,Intermediate,270119040,245481808,319205344,381418368,107983904,278268736
84313100,843131,42,Intermediate,89965736,93221184,99269016,105472800,34971632,94151976
84313900,843139,42,Intermediate,180163296,152867696,203655168,200489888,56786584,178895392
84314100,843141,42,Intermediate,48376660,43197376,65211688,97545088,34442652,52261908
84314200,843142,42,Intermediate,1269304,2095966,3357204,3160280,1121312,2240824.75
84314340,843143,42,Intermediate,16714166,8872957,21448658,35968532,1307076,15678594
84314380,843143,42,Intermediate,152355536,65267940,143497760,169109472,36591440,120373744
84314910,843149,42,Intermediate,39251364,32166542,37006164,49652264,13304655,36141356
84314990,843149,42,Intermediate,515560672,489977632,625663488,768825664,262547872,543733952
84321000,843210,41,Capital,561838,820857,952313,1002849,148768,778336
84322100,843221,41,Capital,556954,519904,702648,620955,123518,593168.6875
84328000,843280,41,Capital,2654638,4361975,6289708,7307361,3590645,4435440.5
84329000,843290,42,Intermediate,67437584,54021104,55893196,63783840,18412674,59117296
84332000,843320,41,Capital,5237917,4733638,3694093,5719538,1047944,4555216
84333000,843330,41,Capital,123670,264736,422020,415157,40346,270142
84334000,843340,41,Capital,153580,117184,47768,178447,95094,106177.3359
84335100,843351,41,Capital,5040426,9797419,14652184,5614337,0,9830010
84335200,843352,41,Capital,3145,17280,36500,9450,0,18975
84335300,843353,41,Capital,15489,0,2650,2850,4816,6046.333496
84335900,843359,41,Capital,16974,34528,12736,216955,25500,21412.66602
84336000,843360,41,Capital,197253,2574257,2894974,4551412,486051,1888828
84339050,843390,42,Intermediate,48329324,45432208,63618720,60151260,17771726,52460084
84342000,843420,41,Capital,69858,154743,499773,29482,3370,241458
84349000,843490,42,Intermediate,7386444,6811822,7261772,6961755,920669,7153346
84361000,843610,41,Capital,874978,835208,651043,3545095,107320,787076.3125
84362100,843621,41,Capital,1639226,1448728,3760861,2562705,624434,2282938.25
84362900,843629,41,Capital,349084,715677,1077435,665665,201679,714065.3125
84368000,843680,41,Capital,18727218,25614120,31807914,38641760,4570261,25383084
84369100,843691,42,Intermediate,9671382,6756306,7949655,3343451,272237,8125781
84369900,843699,42,Intermediate,27447432,34496048,42504248,38823412,7167723,34815908
84371000,843710,41,Capital,3224689,3597911,4317611,3641621,1553337,3713403.75
84378000,843780,41,Capital,3933217,2891143,3163043,1288696,114490,3329134.25
84379000,843790,42,Intermediate,17875902,16166662,11566776,13571951,4507232,15203113
84385000,843850,41,Capital,4952981,5641329,15311956,6018172,987134,8635422
84386000,843860,41,Capital,1167513,1878061,1898919,1920268,322734,1648164.375
84388000,843880,41,Capital,25362506,30755700,33492012,34219276,8330893,29870072
84389090,843890,42,Intermediate,15285076,15366776,14593779,17826922,3580929,15081877
84391000,843910,41,Capital,467872,753782,325322,363435,0,515658.6563
84392000,843920,41,Capital,2480680,620555,3657936,3001288,513567,2253057
84393000,843930,41,Capital,514742,3919291,4030424,982225,110000,2821485.75
84399110,843991,42,Intermediate,1370787,716095,2243588,5053169,3445682,1443490
84399190,843991,42,Intermediate,10570035,5034424,10564039,7394190,4679733,8722833
84399910,843999,42,Intermediate,27394436,14973819,15811298,16700082,12744036,19393184
84399950,843999,42,Intermediate,1492029,1221206,1002084,752836,58637,1238439.625
84412000,844120,41,Capital,1482030,724713,920459,447888,235790,1042400.688
84413000,844130,41,Capital,11729705,16769579,22659236,21291028,4366220,17052840
84414000,844140,41,Capital,2053114,3203418,2090353,1988753,385670,2448961.75
84418000,844180,41,Capital,5948982,6051586,13201453,7244404,1968727,8400674
84419000,844190,42,Intermediate,30332204,20936990,26131596,20939252,5184653,25800264
84423001,844230,41,Capital,15627436,17592016,10932086,8665360,1916607,14717179
84424000,844240,42,Intermediate,7071935,7303233,8244394,6178200,1046143,7539854
84431110,844311,41,Capital,0,0,0,0,0,0
