HTS,HTS Six-Digit,BEC Code,BEC Description,2015 Imports for Consumption,2016 Imports for Consumption,2017 Imports for Consumption,2018 Imports for Consumption,January through April 2019 Imports for Consumption,"Average Imports for 2015, 2016, and 2017"
44091005,440910,22,Intermediate,1540095,2635954,12255562,4138151,416374,5477203.5
44091010,440910,22,Intermediate,1435536,316394,1942915,3142227,718977,1231615
44091020,440910,22,Intermediate,71755,203024,98585,519817,128624,124454.6641
44091040,440910,22,Intermediate,37315760,42432156,70502528,91923432,21504162,50083480
44091045,440910,22,Intermediate,35890928,37239376,60907172,78125840,19942094,44679160
44091050,440910,22,Intermediate,5289710,4162118,4165774,14898655,6861479,4539200.5
44091060,440910,22,Intermediate,2059046,2010583,2003664,4740679,1278627,2024431
44091065,440910,22,Intermediate,43786,4650,21813,44182,6022,23416.33398
44091090,440910,22,Intermediate,8095139,11905104,18415400,27847216,7361694,12805214
44092105,440921,22,Intermediate,697189,283713,916483,1580001,35133,632461.6875
44092190,440921,22,Intermediate,2042924,1459726,776769,268094,79445,1426473
44092205,440922,22,Intermediate,0,0,825106,1111451,56403,275035.3438
44092210,440922,22,Intermediate,0,0,0,12052,0,0
44092225,440922,22,Intermediate,0,0,2350,353224,14907,783.333313
44092240,440922,22,Intermediate,0,0,572535,1130564,902550,190845
44092250,440922,22,Intermediate,0,0,41451,77391,43794,13817
44092260,440922,22,Intermediate,0,0,383146,375241,0,127715.3359
44092265,440922,22,Intermediate,0,0,0,36544,5272,0
44092290,440922,22,Intermediate,0,0,0,370048,154497,0
44092906,440929,22,Intermediate,0,0,39522856,43847344,5369157,13174285
44092911,440929,22,Intermediate,0,0,971341,493296,89924,323780.3438
44092926,440929,22,Intermediate,0,0,11738635,20705028,2860113,3912878.25
44092941,440929,22,Intermediate,0,0,15595416,16224237,4040394,5198472
44092951,440929,22,Intermediate,0,0,6617139,6007959,919786,2205713
44092961,440929,22,Intermediate,0,0,2887761,2455943,642886,962587
44092966,440929,22,Intermediate,0,0,771362,1283435,307841,257120.6719
44092991,440929,22,Intermediate,0,0,12665515,16229882,2993918,4221838.5
44101100,441011,22,Intermediate,4131241,3166217,3571597,4780253,961323,3623018.25
44101200,441012,22,Intermediate,74268,72749,1724132,1822697,2874,623716.3125
44101900,441019,22,Intermediate,1235783,135544,658691,413708,239576,676672.6875
44109000,441090,22,Intermediate,867045,1052083,826860,501227,211794,915329.3125
44111210,441112,22,Intermediate,1113001,929694,927044,564448,3200,989913
44111220,441112,22,Intermediate,384408,1028910,1058204,1157656,197744,823840.6875
44111230,441112,22,Intermediate,646570,30512,212576,303010,34974,296552.6563
44111260,441112,22,Intermediate,340461,217253,147500,261159,64868,235071.3281
44111290,441112,22,Intermediate,953603,698389,1088645,1118455,376268,913545.6875
44111310,441113,22,Intermediate,319658,225431,827584,443934,243406,457557.6563
44111320,441113,22,Intermediate,79239592,50733928,51708200,51762988,12414535,60560572
44111330,441113,22,Intermediate,529195,541920,511494,651302,17009,527536.3125
44111360,441113,22,Intermediate,2615920,364615,71080,11692,0,1017205
44111390,441113,22,Intermediate,3586723,3985887,7234695,1845674,470878,4935768.5
44111410,441114,22,Intermediate,633011,1122057,1031734,1686270,349817,928934
44111420,441114,22,Intermediate,186792928,183430880,171193824,161329024,33680812,180472544
44111430,441114,22,Intermediate,5320795,2000332,2940598,5081747,730325,3420575
44111460,441114,22,Intermediate,595167,59547,72969,91244,97645,242561
44111490,441114,22,Intermediate,7963388,8917189,8987573,8609419,1624231,8622717
44119210,441192,22,Intermediate,288281,86817,262419,297750,6345,212505.6719
44119220,441192,22,Intermediate,14839,0,90349,183684,11810,35062.66797
44119230,441192,22,Intermediate,170204,30963,57782,309420,64480,86316.33594
44119240,441192,22,Intermediate,12618030,9580222,5994486,4854144,439899,9397579
44119310,441193,22,Intermediate,150779,116085,114183,175591,14912,127015.6641
44119320,441193,22,Intermediate,20828800,5800329,4336057,7990947,1178560,10321729
44119330,441193,22,Intermediate,38680,185863,31690,67867,0,85411
44119360,441193,22,Intermediate,0,0,0,0,0,0
44119390,441193,22,Intermediate,1192175,2457643,1219631,921641,162629,1623149.625
44119400,441194,22,Intermediate,1522925,248972,392750,378347,2400,721549
44121005,441210,22,Intermediate,6004181,4352642,2616590,6674671,2818946,4324471
44121090,441210,22,Intermediate,24647862,57537472,58623324,60147596,12295513,46936220
44123106,441231,22,Intermediate,0,0,2096387,891177,111538,698795.6875
44123126,441231,22,Intermediate,0,0,590462,19912,0,196820.6719
44123141,441231,22,Intermediate,0,0,10591419,894503,315001,3530473
44123152,441231,22,Intermediate,0,0,2483655,6647457,1135348,827885
44123161,441231,22,Intermediate,0,0,1508553,782619,3510,502851
44123192,441231,22,Intermediate,0,0,483386,445303,0,161128.6719
44123206,441232,7,Unspecified,0,0,413826400,77188904,0,137942128
44123226,441232,7,Unspecified,0,0,6673700,4363971,0,2224566.75
44123232,441232,7,Unspecified,0,0,307103232,224203584,0,102367744
44123257,441232,7,Unspecified,0,0,41645512,7741391,0,13881837
44123910,441239,22,Intermediate,99574,0,1778531,3871301,234112,626035
44123930,441239,22,Intermediate,599854,852270,601474,1946285,2946068,684532.6875
44123940,441239,22,Intermediate,17000628,13195478,63534720,211431856,12819915,31243608
44123950,441239,22,Intermediate,8058575,1925070,37764068,80347336,14518474,15915904
44129410,441294,22,Intermediate,3341316,4770082,960409,500978,86037,3023935.75
44129431,441294,22,Intermediate,13498615,16885480,13884629,11641706,2437054,14756241
44129441,441294,22,Intermediate,0,0,0,0,36397,0
44129451,441294,22,Intermediate,134104,98280,314399,53807,0,182261
44129460,441294,22,Intermediate,0,0,16898,3044630,1407818,5632.666504
44129470,441294,22,Intermediate,0,0,100081,561340,0,33360.33203
44129480,441294,22,Intermediate,0,0,8799,12188,0,2933
44129490,441294,22,Intermediate,39979,45874,368634,274594,8068,151495.6719
44129495,441294,22,Intermediate,951539,1042583,771759,177948,34248,921960.3125
44129906,441299,22,Intermediate,878024,693624,1129213,1378016,480476,900287
44129910,441299,22,Intermediate,5309163,5089780,2546074,2973980,224689,4315005.5
44129931,441299,22,Intermediate,6214878,7457481,7572480,9611848,1104356,7081613
44129941,441299,22,Intermediate,1208900,926345,831832,573944,179632,989025.6875
44129951,441299,22,Intermediate,143919104,165646016,154880352,189610768,32385032,154815152
44129957,441299,22,Intermediate,6554735,8758504,4917665,5826448,297157,6743634.5
44129960,441299,22,Intermediate,0,0,0,119888,0,0
44129970,441299,22,Intermediate,0,0,285406,213060,0,95135.33594
44129980,441299,22,Intermediate,19097,5185,1164463,344012,0,396248.3438
44129990,441299,22,Intermediate,93342,488869,569150,956143,234345,383787
44129995,441299,22,Intermediate,3309297,4971391,2721215,5757985,901534,3667301
44130000,441300,22,Intermediate,636751,726253,544453,1033243,732162,635819
44151030,441510,22,Intermediate,5053183,5571824,7211934,6556891,2207323,5945647
44151060,441510,22,Intermediate,0,0,4271,23020,6146,1423.666626
44151090,441510,22,Intermediate,1005312,852066,1092668,2571002,558388,983348.6875
44152040,441520,22,Intermediate,0,0,6131,10200,0,2043.666626
44152080,441520,22,Intermediate,327101,1019026,1127502,2036470,713888,824543
44160030,441600,22,Intermediate,231484,661588,1169366,1392853,193785,687479.3125
44160060,441600,22,Intermediate,0,0,0,0,0,0
44160090,441600,22,Intermediate,20817,92272,64697,1550747,93856,59262
44170060,441700,22,Intermediate,36856,4173,15973,9885,0,19000.66602
44170080,441700,22,Intermediate,6147353,8500427,9058185,9072119,2342452,7901988.5
44181000,441810,22,Intermediate,1112724,432971,2236690,3788104,689621,1260795
44182040,441820,22,Intermediate,1542328,3346379,2866687,2867325,1057103,2585131.25
44182080,441820,22,Intermediate,101784008,106471152,110972088,119717376,35683584,106409080
44184000,441840,22,Intermediate,2169595,2550851,4135075,13863187,476937,2951840.25
44185000,441850,22,Intermediate,42363,50023,82689,93489,2760,58358.33203
44186000,441860,22,Intermediate,648105,17628,96478,17018,0,254070.3281
44187310,441873,22,Intermediate,0,0,634890,769397,229008,211630
44187320,441873,22,Intermediate,0,0,227205,57875,13176,75735
44187330,441873,22,Intermediate,0,0,0,0,0,0
44187340,441873,22,Intermediate,0,0,5926613,6490207,672903,1975537.625
44187360,441873,22,Intermediate,0,0,10314659,4043863,500858,3438219.75
44187370,441873,22,Intermediate,0,0,5355418,5631416,1177839,1785139.375
44187390,441873,22,Intermediate,0,0,651805,354814,16793,217268.3281
44187410,441874,22,Intermediate,0,0,210861,15336,3786,70287
44187420,441874,22,Intermediate,0,0,7661,0,0,2553.666748
44187490,441874,22,Intermediate,0,0,15790,16676,0,5263.333496
44187540,441875,22,Intermediate,0,0,3306920,4196540,806928,1102306.625
44187570,441875,22,Intermediate,0,0,18152520,30310020,4376414,6050840
44187901,441879,22,Intermediate,0,0,5746502,5924962,958569,1915500.625
44189110,441891,22,Intermediate,0,0,84721,0,0,28240.33398
44189190,441891,22,Intermediate,0,0,164585504,120306176,24575948,54861836
44189910,441899,22,Intermediate,0,0,391469,319432,48469,130489.6641
44189990,441899,22,Intermediate,0,0,212105872,215424464,52555088,70701960
44209045,442090,62,Consumption,30468974,26683250,31760786,30412596,6816270,29637670
44209065,442090,62,Consumption,78855472,80741728,72985904,60380616,12354217,77527704
44209080,442090,62,Consumption,201126000,201854304,189723296,211523072,50592968,197567872
44219110,442191,22,Intermediate,0,0,336528,418174,26084,112176
44219120,442191,22,Intermediate,0,0,391444,513693,41913,130481.3359
44219170,442191,22,Intermediate,0,0,51599880,47044676,9917046,17199960
44219193,442191,22,Intermediate,0,0,68806,6346,0,22935.33398
44219194,442191,22,Intermediate,0,0,2642589,2050273,326375,880863
44219197,442191,22,Intermediate,0,0,103182392,80617784,18258752,34394132
44219910,442199,22,Intermediate,0,0,12431,197439,25717,4143.666504
44219915,442199,22,Intermediate,0,0,674615,725521,278796,224871.6719
44219920,442199,22,Intermediate,0,0,1315539,1348085,359935,438513
44219970,442199,22,Intermediate,0,0,11238369,19848852,4069251,3746123
44219993,442199,22,Intermediate,0,0,1365135,1923542,529812,455045
44219994,442199,22,Intermediate,0,0,4619442,8999625,2747532,1539814
44219997,442199,22,Intermediate,0,0,312927456,376833568,117534976,104309152
45011000,450110,21,Intermediate,17379,45800,197812,85062,9235,86997
45019020,450190,21,Intermediate,0,0,0,0,0,0
45019040,450190,21,Intermediate,4435,22848,0,0,7252,9094.333008
45020000,450200,21,Intermediate,143385,173759,201111,203376,54354,172751.6719
45031020,450310,22,Intermediate,14289,10720,86803,43140,3304,37270.66797
45031030,450310,22,Intermediate,74096,38887,56108,107290,2220,56363.66797
45031040,450310,22,Intermediate,399283,311307,338833,302283,67888,349807.6563
45031060,450310,22,Intermediate,332708,285185,345439,433421,161250,321110.6563
45039020,450390,22,Intermediate,65765,33132,46055,30502,2713,48317.33203
45039040,450390,22,Intermediate,45974,131048,34235,32967,0,70419
45039060,450390,22,Intermediate,323845,901027,903652,845336,331229,709508
45041010,450410,22,Intermediate,275293,390777,432994,725662,70583,366354.6563
45041020,450410,22,Intermediate,2301,11879,232859,249000,0,82346.33594
45041030,450410,22,Intermediate,1511260,1530951,1451246,1519159,229216,1497819
45041040,450410,22,Intermediate,78997,408551,206331,69067,0,231293
45041045,450410,22,Intermediate,395407,171444,373512,333114,82168,313454.3438
45041047,450410,22,Intermediate,1098734,1230145,1435813,1014747,228526,1254897.375
45041050,450410,22,Intermediate,5922306,2441408,2342034,1273279,304128,3568582.75
45049000,450490,22,Intermediate,16545698,15214443,16840842,15988337,3738206,16200328
46012140,460121,62,Consumption,1197355,874736,1406471,1262204,192264,1159520.625
46012180,460121,62,Consumption,342685,173160,101516,262216,24918,205787
46012190,460121,62,Consumption,1487726,1237389,842337,436510,75136,1189150.625
46012240,460122,62,Consumption,51897,3522,77808,13166,0,44409
46012280,460122,62,Consumption,4950,0,3511,0,5054,2820.333252
46012290,460122,62,Consumption,20665,0,12695,64350,3626,11120
46012940,460129,62,Consumption,17756,26553,59645,48459,23411,34651.33203
46012960,460129,62,Consumption,292025,250572,212961,212272,120638,251852.6719
46012980,460129,62,Consumption,1227267,833874,691404,838532,385898,917515
46012990,460129,62,Consumption,623462,462430,637827,462089,231491,574573
46019205,460192,62,Consumption,865585,896800,892496,1383871,161969,884960.3125
46019220,460192,62,Consumption,3117532,1878899,2148750,2486668,517465,2381727
46019301,460193,62,Consumption,298436,449219,571183,463377,140490,439612.6563
46019305,460193,62,Consumption,165588,27760,8931,6173,0,67426.33594
46019320,460193,62,Consumption,57409,14943,43373,83724,5058,38575
46019405,460194,62,Consumption,227721,271736,298799,212659,13680,266085.3438
46019420,460194,62,Consumption,964775,581594,687223,538090,94277,744530.6875
46019440,460194,62,Consumption,6627475,4593332,5589866,7188212,1786842,5603557.5
46019905,460199,62,Consumption,888018,1027314,330946,430438,2073,748759.3125
46019990,460199,62,Consumption,3165773,2367171,1904103,2456149,785032,2479015.75
46021105,460211,62,Consumption,10786,148740,61981,28052,0,73835.66406
46021107,460211,62,Consumption,3989407,3651973,3212602,3166684,898359,3617994
46021109,460211,62,Consumption,15891508,13857130,13361719,13257366,6558762,14370119
46021121,460211,62,Consumption,124600,244862,893437,879545,153147,420966.3438
46021135,460211,62,Consumption,1605377,1534410,1542662,1068240,498977,1560816.375
46021145,460211,62,Consumption,15274544,13988437,14778288,13390957,2785076,14680423
46021205,460212,62,Consumption,4100,0,14922,18226,2304,6340.666504
46021214,460212,62,Consumption,2960116,2169933,2124082,2945347,661488,2418043.75
46021216,460212,62,Consumption,2180682,1851347,1885720,1480577,589158,1972583
46021223,460212,62,Consumption,0,3750,0,0,12320,1250
46021225,460212,62,Consumption,362904,600243,156679,1712861,1155673,373275.3438
46021235,460212,62,Consumption,4156427,3708727,3191574,3468865,837775,3685576
46021245,460212,62,Consumption,2266508,1670762,1601498,1584551,355098,1846256
46021905,460219,62,Consumption,0,0,12155,14925,0,4051.666748
46021912,460219,62,Consumption,26941784,23458760,21740032,20232714,5861303,24046858
46021914,460219,62,Consumption,131256,184488,161748,309799,71276,159164
46021916,460219,62,Consumption,229988,379479,441253,584395,266519,350240
46021917,460219,62,Consumption,5492190,5487085,5669173,6052837,1530277,5549482.5
46021918,460219,62,Consumption,40857700,37065396,30736464,34342440,10520733,36219852
46021922,460219,62,Consumption,73745,42534,45204,139150,47835,53827.66797
46021923,460219,62,Consumption,2693,0,0,0,0,897.666687
46021925,460219,62,Consumption,328564,265533,80023,166200,284345,224706.6719
46021929,460219,62,Consumption,4857697,4404108,5471250,8340131,5873283,4911018.5
46021935,460219,62,Consumption,5419923,5084014,4744317,5316183,1048100,5082751.5
46021945,460219,62,Consumption,4489748,3242988,3516319,3443786,432917,3749685
46021960,460219,62,Consumption,23142464,25828286,32669730,38016452,7519749,27213494
46021980,460219,62,Consumption,18015100,18969776,18803152,19789520,4470636,18596010
46029000,460290,62,Consumption,126680128,121609568,120858264,131959360,31443036,123049320
47010000,470100,22,Intermediate,0,0,0,0,0,0
47020000,470200,22,Intermediate,242120,112264,0,0,0,118128
47031100,470311,22,Intermediate,0,0,0,0,0,0
47031900,470319,22,Intermediate,0,0,0,0,0,0
47032100,470321,22,Intermediate,4133,0,0,2524,0,1377.666626
47032900,470329,22,Intermediate,0,13303,0,0,0,4434.333496
47041100,470411,22,Intermediate,0,0,14604,0,0,4868
47041900,470419,22,Intermediate,0,0,0,0,0,0
47042100,470421,22,Intermediate,0,0,0,0,0,0
47042900,470429,22,Intermediate,0,0,0,0,0,0
47050000,470500,22,Intermediate,0,32723,96465,183889,30030,43062.66797
47061000,470610,22,Intermediate,85812,949728,6717840,5740678,1559582,2584460
47062000,470620,22,Intermediate,7213,64903,179412,224289,63683,83842.66406
47063000,470630,22,Intermediate,816647,322242,119020,232555,58520,419303
47069100,470691,22,Intermediate,0,0,0,9223,0,0
47069201,470692,22,Intermediate,0,36100,150605,77422,32623,62235
47069301,470693,22,Intermediate,74237,50669,46699,28080,38948,57201.66797
47071000,470710,21,Intermediate,121790,145319,91198,45471,30070,119435.6641
47072000,470720,21,Intermediate,113744,0,18986,93239,2447,44243.33203
47073000,470730,21,Intermediate,70597,17359,58488,277213,6400,48814.66797
47079000,470790,21,Intermediate,50226,33290,43907,13692,33926,42474.33203
48010001,480100,22,Intermediate,0,0,64500,15398,9907,21500
48021000,480210,22,Intermediate,139044,547878,192224,60723,23495,293048.6563
48022010,480220,22,Intermediate,220019,321550,491452,40165,0,344340.3438
48022020,480220,22,Intermediate,695284,121925,69095,36289,0,295434.6563
48022040,480220,22,Intermediate,306689,177702,208684,84814,15295,231025
48024000,480240,22,Intermediate,5490,73661,29956,40473,22929,36369
48025410,480254,22,Intermediate,68888,27292,81155,45201,4800,59111.66797
48025420,480254,22,Intermediate,73295,0,0,0,0,24431.66602
48025431,480254,22,Intermediate,51078,45596,135595,113896,26731,77423
48025450,480254,22,Intermediate,0,59761,154474,325882,0,71411.66406
48025461,480254,22,Intermediate,21046,83076,73588,15055,13019,59236.66797
48025510,480255,22,Intermediate,1287985,307723,154702,62901,0,583470
48025520,480255,22,Intermediate,643613,46187,32189,41114,12153,240663
48025530,480255,22,Intermediate,0,0,0,0,0,0
48025540,480255,22,Intermediate,973808,1522502,1159159,1076090,24135,1218489.625
48025560,480255,22,Intermediate,0,0,0,0,0,0
48025570,480255,22,Intermediate,273334,291366,110140,147941,96630,224946.6719
48025610,480256,22,Intermediate,681760,42660,54737,14302,0,259719
48025620,480256,22,Intermediate,1919139,54443,2566,17571,0,658716
48025630,480256,22,Intermediate,0,0,0,0,0,0
48025640,480256,22,Intermediate,6060972,76928,2297,3810,0,2046732.375
48025660,480256,22,Intermediate,0,0,0,11220,0,0
48025670,480256,22,Intermediate,4879183,194565,143096,40156,13042,1738948
48025710,480257,22,Intermediate,1770556,12103,142285,0,0,641648
48025720,480257,22,Intermediate,19990,226476,3767,15756,0,83411
48025730,480257,22,Intermediate,0,0,0,0,0,0
48025740,480257,22,Intermediate,12389368,230745,447350,473280,629700,4355821
48025810,480258,22,Intermediate,255937,174449,138416,434232,81370,189600.6719
48025820,480258,22,Intermediate,40241,284072,67818,464559,2715,130710.3359
48025850,480258,22,Intermediate,0,0,0,0,0,0
48025860,480258,22,Intermediate,80084,276622,454326,418409,60036,270344
48026110,480261,22,Intermediate,0,0,21910,14455,0,7303.333496
48026120,480261,22,Intermediate,273300,684308,322326,517128,117263,426644.6563
48026131,480261,22,Intermediate,0,0,25643,40604,14935,8547.666992
48026150,480261,22,Intermediate,2579,7282,7465,18159,2760,5775.333496
48026160,480261,22,Intermediate,30998,25206,34061,11260,0,30088.33398
48026210,480262,22,Intermediate,32886,8601,0,0,0,13829
48026220,480262,22,Intermediate,0,0,9722,0,0,3240.666748
48026230,480262,22,Intermediate,37389,31984,55799,17270,0,41724
48026250,480262,22,Intermediate,0,4100,2200,0,0,2100
48026261,480262,22,Intermediate,0,0,231441,193876,13886,77147
48026910,480269,22,Intermediate,6750,0,8041,0,0,4930.333496
48026920,480269,22,Intermediate,504234,152586,13417,19684,141371,223412.3281
48026930,480269,22,Intermediate,265020,421398,1762315,943559,46667,816244.3125
48030020,480300,22,Intermediate,800483,751529,612009,493146,43902,721340.3125
48030040,480300,22,Intermediate,15572092,19726678,21352928,14668904,1809344,18883900
48041100,480411,22,Intermediate,23210,45080,8430,0,0,25573.33398
48041900,480419,22,Intermediate,3210,17555,0,32656,15258,6921.666504
48042100,480421,22,Intermediate,31391,0,91200,31621,14988,40863.66797
48042900,480429,22,Intermediate,56787,38718,3465,10624,0,32990
48043110,480431,22,Intermediate,0,0,98485,173410,86998,32828.33203
48043120,480431,22,Intermediate,12700,5760,2907,0,0,7122.333496
48043140,480431,22,Intermediate,543914,574518,1066428,982641,186558,728286.6875
48043160,480431,22,Intermediate,307069,349415,280777,321871,133095,312420.3438
48043920,480439,22,Intermediate,127586,0,0,0,0,42528.66797
48043940,480439,22,Intermediate,1500180,1983174,1924661,2257008,732943,1802671.625
48043960,480439,22,Intermediate,380908,242993,448740,290280,102890,357547
48044120,480441,22,Intermediate,55988,29268,12558,18843,0,32604.66602
48044140,480441,22,Intermediate,25553,7335,3004,46631,19591,11964
48044200,480442,22,Intermediate,80695,58681,55108,110556,0,64828
48044900,480449,22,Intermediate,145351,140752,347232,1102144,758778,211111.6719
48045100,480451,22,Intermediate,81207,55512,36924,185236,44504,57881
48045200,480452,22,Intermediate,203140,100865,153241,58176,2018,152415.3281
48045900,480459,22,Intermediate,83360,84505,26692,243830,118123,64852.33203
48051100,480511,22,Intermediate,16264,7312,11260,11626,8452,11612
48051210,480512,22,Intermediate,3588,0,0,0,23706,1196
48051220,480512,22,Intermediate,0,0,0,0,0,0
48051910,480519,22,Intermediate,0,0,5462,53684,0,1820.666626
48051920,480519,22,Intermediate,0,82980,15889,7100,7100,32956.33203
48052450,480524,22,Intermediate,0,0,0,0,0,0
48052470,480524,22,Intermediate,0,0,0,0,0,0
48052490,480524,22,Intermediate,0,0,3600,8235,0,1200
48052500,480525,22,Intermediate,0,26034,0,0,0,8678
48053000,480530,22,Intermediate,35316,46327,239978,63039,11947,107207
48054000,480540,22,Intermediate,909121,675405,1627352,2340532,863901,1070626
48055000,480550,22,Intermediate,18055,5896,34501,48544,4297,19484
48059110,480591,22,Intermediate,18103,18452,112532,199815,25824,49695.66797
48059120,480591,22,Intermediate,459392,0,0,0,0,153130.6719
48059150,480591,22,Intermediate,2527,10108,23095,0,21735,11910
48059170,480591,22,Intermediate,0,18516,5088,178135,0,7868
48059190,480591,22,Intermediate,15902,132082,442397,1264284,167160,196793.6719
48059220,480592,22,Intermediate,20510,0,0,0,0,6836.666504
48059240,480592,22,Intermediate,191522,127761,616834,461330,0,312039
48059320,480593,22,Intermediate,103006,946515,450457,457194,0,499992.6563
48059340,480593,22,Intermediate,200814,178978,225737,355157,70378,201843
48061000,480610,22,Intermediate,688688,1606941,1163638,1736149,124397,1153089
48062000,480620,22,Intermediate,475737,469784,762487,708181,238385,569336
48063000,480630,22,Intermediate,116713,245654,51707,137295,30111,138024.6719
48064000,480640,22,Intermediate,1778730,4200973,3675850,6372763,88959,3218517.75
48070010,480700,22,Intermediate,3888,13980,0,0,0,5956
48070091,480700,22,Intermediate,32737,83640,17738,132564,87349,44705
48070092,480700,22,Intermediate,0,2343,0,36999,0,781
48070094,480700,22,Intermediate,707744,416344,816071,376152,47883,646719.6875
48081000,480810,22,Intermediate,5078668,5324809,5418865,4758562,1411973,5274114
48084000,480840,22,Intermediate,253348,283409,346600,567958,117183,294452.3438
48089020,480890,22,Intermediate,25808,56288,425429,87442,5865,169175
48089040,480890,22,Intermediate,407796,223110,90000,320129,132662,240302
48089060,480890,22,Intermediate,326914,735467,225307,316404,27360,429229.3438
48092020,480920,22,Intermediate,32408,0,2243,8100,0,11550.33301
48092040,480920,22,Intermediate,155543,82810,105850,24494,10500,114734.3359
48099020,480990,22,Intermediate,0,2551,5926,0,0,2825.666748
48099040,480990,22,Intermediate,14735,43871,15580,91573,174455,24728.66602
48099060,480990,22,Intermediate,25035,16426,14461,123050,6900,18640.66602
48099071,480990,22,Intermediate,328310,583594,300504,192468,99965,404136
48099080,480990,22,Intermediate,390511,524039,824349,684062,117473,579633
48101311,481013,22,Intermediate,0,9075,76250,39314,23545,28441.66602
48101313,481013,22,Intermediate,0,0,0,0,0,0
48101319,481013,22,Intermediate,1314011,835988,500463,380955,0,883487.3125
48101320,481013,22,Intermediate,1078054,1952329,6633280,6274501,159948,3221221
48101350,481013,22,Intermediate,48047,30900,24985,5408,8926,34644
48101360,481013,22,Intermediate,0,0,0,0,0,0
48101370,481013,22,Intermediate,224495,25812,82938,79239,2400,111081.6641
48101411,481014,22,Intermediate,0,2275,0,6340,11897,758.333313
48101413,481014,22,Intermediate,0,0,0,0,0,0
48101419,481014,22,Intermediate,15140,0,0,0,0,5046.666504
48101420,481014,22,Intermediate,15590,972530,994677,1055239,65053,660932.3125
48101450,481014,22,Intermediate,962032,1489263,786872,1759115,395341,1079389
48101460,481014,22,Intermediate,17815,6278,0,8400,0,8031
48101470,481014,22,Intermediate,995072,764724,788052,874095,268522,849282.6875
48101911,481019,22,Intermediate,54298,0,0,0,0,18099.33398
48101913,481019,22,Intermediate,0,0,0,0,0,0
48101919,481019,22,Intermediate,116544,145153,158822,99463,0,140173
48101920,481019,22,Intermediate,623647,513777,633961,225316,194567,590461.6875
48102210,481022,22,Intermediate,654082,185182,0,6977,0,279754.6563
48102250,481022,22,Intermediate,25013,104035,145133,181772,43460,91393.66406
48102260,481022,22,Intermediate,17335,0,3100,0,0,6811.666504
48102270,481022,22,Intermediate,11340,83311,60692,108528,4735,51781
48102910,481029,22,Intermediate,10703753,1266111,1159645,328943,2100,4376503
48102950,481029,22,Intermediate,99608,36040,30168,49147,8339,55272
48102960,481029,22,Intermediate,0,0,2055,0,0,685
48102970,481029,22,Intermediate,224812,94396,21716,74567,9181,113641.3359
48103110,481031,22,Intermediate,1765385,1111258,1071899,1808417,194750,1316180.625
48103130,481031,22,Intermediate,38899,109002,3440,65450,0,50447
48103165,481031,22,Intermediate,61870,25401,35610,83667,78092,40960.33203
48103210,481032,22,Intermediate,1137891,1160904,3453180,1506833,134020,1917325
48103230,481032,22,Intermediate,0,109002,0,0,0,36334
48103265,481032,22,Intermediate,2579441,2150498,370681,1473509,33028,1700206.625
48103912,481039,22,Intermediate,195674,197786,0,2016,23883,131153.3281
48103914,481039,22,Intermediate,179521,174018,154033,332230,151645,169190.6719
48103930,481039,22,Intermediate,0,8805,0,0,0,2935
48103965,481039,22,Intermediate,371522,1217349,1927410,1214687,220567,1172093.625
48109212,481092,22,Intermediate,73162712,82058416,87372224,82209776,7980555,80864448
48109214,481092,22,Intermediate,151052,1070550,1046857,105881,11913,756153
48109230,481092,22,Intermediate,147298,38946,60485,28047,4110,82243
48109265,481092,22,Intermediate,166751,291851,137766,375260,42560,198789.3281
48109910,481099,22,Intermediate,17692704,12924112,13652691,22873424,1852143,14756502
48109930,481099,22,Intermediate,6778,0,2860,36562,13500,3212.666748
48109965,481099,22,Intermediate,616540,658013,1813465,2254779,480238,1029339.313
48111011,481110,22,Intermediate,208121,96089,205991,15782,0,170067
48111021,481110,61,Consumption,250651,29059,76148,48738,29152,118619.3359
48114110,481141,22,Intermediate,1866031,1511834,2489630,3217669,936242,1955831.625
48114121,481141,22,Intermediate,22373112,32477104,29853180,30672692,8043863,28234466
48114130,481141,22,Intermediate,1161725,1999691,2097341,4368244,2214928,1752919
48114910,481149,22,Intermediate,213799,167448,213845,100199,116318,198364
48114921,481149,22,Intermediate,517749,437506,436986,330651,72590,464080.3438
48114930,481149,22,Intermediate,1102023,169959,300859,861117,139020,524280.3438
48115120,481151,22,Intermediate,917063,1955237,1028259,679570,444889,1300186.375
48115140,481151,61,Consumption,1694973,2263493,2188657,2524822,284393,2049041
48115160,481151,61,Consumption,652662,380541,747556,664186,136305,593586.3125
48115920,481159,22,Intermediate,540443,565139,746120,566405,149627,617234
48115940,481159,61,Consumption,8629700,8833467,7484394,8815352,1913940,8315853.5
48115960,481159,61,Consumption,5105898,5121804,2585926,6290143,1075259,4271209.5
48116040,481160,22,Intermediate,171138,158227,250529,273797,93491,193298
48116060,481160,61,Consumption,1403081,1013448,1390726,2434707,892701,1269085
48119010,481190,22,Intermediate,75202,151015,101507,317940,35014,109241.3359
48119020,481190,61,Consumption,14684403,12258045,9917867,9856287,307087,12286772
48119030,481190,61,Consumption,698937,518987,706749,704109,267498,641557.6875
48119040,481190,61,Consumption,589673,484998,704747,1400496,116781,593139.3125
48119060,481190,61,Consumption,5185458,8260062,5955000,4869654,683327,6466840
48119080,481190,61,Consumption,72166240,74788464,70422176,61452864,3456865,72458960
