reporter_name,reporter_code,year,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average,trade_weighted,duty_free_share
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",O,"Wood, paper, furniture",0.741522070173013,0.397680972438045,0.837885534591195
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",O,"Wood, paper, furniture",0.632983759535484,0.429018005327433,0.866681034482759
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",O,"Wood, paper, furniture",0.744577480048623,0.464750496470636,0.836721383647799
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,5.25757575757576,0.406368728242038,0.166666666666667
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,5.25757575757576,0.338962192986994,0.166666666666667
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,5.25757575757576,0.515851788299223,0.166666666666667
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,5.25757575757576,0.413534797751149,0.166666666666667
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,5.25757575757576,0.438229558279657,0.166666666666667
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,5.26666666666667,,0.166666666666667
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,5.25757575757576,0.552977779691574,0.166666666666667
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,1.13207744107744,0.514631185220114,0
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,1.27921548821549,0.708426509955349,0
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,1.3447196969697,0.783943426568291,0
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,1.26217760942761,0.736235503448856,0
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,1.23246127946128,0.620016200995425,0
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,1.35369528619529,0.820618160844051,0
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M,Petroleum,1.28447138047138,0.621466097197462,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",5.3820252792475,0.904846338513239,0.345921604938272
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",6.04048375259715,2.07916920939672,0.220482534246575
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",5.62311211429362,1.19379765931835,0.297802397260274
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",5.54673706240487,1.0948156321636,0.303004452054795
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",5.35907995296884,0.979335521645309,0.341030864197531
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",5.3820252792475,,0.345921604938272
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",9.48313873888616,2.53569767620064,0.220482534246575
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",1.29441292725539,0.759241836281967,0.59438595890411
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",1.33198210607885,0.787502695044637,0.548207191780822
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",1.1963700305081,0.75055102997469,0.622464814814815
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",1.19719504261171,0.796437420928215,0.622395061728395
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",1.37142553491365,0.791210333174957,0.548605821917808
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",1.29441292725539,0.745034844590358,0.59438595890411
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T,"Electrical machinery and electronic equipment",1.19719504261171,0.783937421358092,0.622395061728395
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",28.7058823529412,39.6793604592777,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",28.7058823529412,41.0820117949872,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",28.7058823529412,40.7062290485885,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",28.7058823529412,41.3195107098527,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",28.7058823529412,38.9661040478039,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",28.7058823529412,39.1915472959864,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",28.7058823529412,,0
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",9.56116596638655,10.9507561564411,0.0563705882352941
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",8.01747549019608,8.98398769059065,0.0563705882352941
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",9.39622549019608,11.4068010021497,0.0269588235294118
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",8.36187324929972,9.13360939906762,0.0269588235294118
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",7.74893557422969,9.36785854919006,0.0269588235294118
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",13.5792401960784,22.9768874096479,0.0269588235294118
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G,"Sugars and sugar confectionery",8.28678221288515,11.4598695703748,0.0269588235294118
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",10.8421153846154,8.45288203499769,0.0439553846153846
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",7.1303776683087,6.40164522992679,0.0444256704980843
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",7.1303776683087,,0.0444256704980843
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",7.15190476190476,6.32757549725291,0.0439553846153846
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",7.15190476190476,6.32985162533041,0.0439553846153846
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",7.15190476190476,6.46911586394411,0.0439553846153846
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",7.1303776683087,6.30741871548996,0.0444256704980843
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",0.738685002736727,1.20619714096112,0.85079846743295
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",0.732648199023199,1.28515654953178,0.850224615384615
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",0.730128170041963,1.24472329208459,0.85079846743295
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",0.730016330891331,1.31036979915122,0.850224615384615
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",0.743944902319902,1.35551409297386,0.850224615384615
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",0.741877850757161,1.2914184200173,0.85079846743295
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",K,"Fish and fish products",0.728789224664225,1.49271505510841,0.850224615384615
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",10.577537131818,10.4301181911176,0.121819863013699
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",10.577537131818,10.2042057485801,0.121819863013699
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",10.8444321089869,10.3507513872354,0.121819863013699
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",10.577537131818,10.3374785932518,0.121819863013699
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",10.549758291595,,0.120991156462585
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",10.549758291595,10.5625356232713,0.120991156462585
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",10.5433604943809,10.6176794399409,0.120991156462585
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",1.82523197977821,2.04339519323231,0.407853424657534
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",1.76007321023648,2.24540454567817,0.412561904761905
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",1.73323670906719,2.00061108246033,0.414702739726027
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",1.70140257531584,2.36783557749358,0.411881632653061
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",1.83378987279844,2.09975212898207,0.407853424657534
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",1.86347790280496,2.11795418653904,0.407853424657534
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J,"Other agricultural products",1.65881681243926,2.40621047990679,0.418684353741497
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",5.10171821305842,2.29302496848895,0.0738829896907216
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",5.10171821305842,1.58635839226708,0.0738829896907216
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",5.09853115375503,1.36725159530903,0.0713099502487562
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",5.09853115375503,,0.0713099502487562
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",5.68298969072165,1.47802317522706,0.0738829896907216
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",5.09853115375503,1.55929423957104,0.0713099502487562
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",5.10171821305842,1.82861138848816,0.0738829896907216
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",2.42568196694485,1.92825541406496,0.297005154639175
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",2.42319291819292,1.94433539562323,0.30117263681592
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",2.42691908034691,1.75433901653165,0.297005154639175
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",2.42655825560465,1.55945106419022,0.297005154639175
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",2.42779536900671,1.89476725826899,0.297005154639175
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",2.42051054252547,1.88431727530876,0.30117263681592
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L05,"Non-ferrous metals",2.42645107794361,1.80601234715171,0.301741293532338
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0,0,1
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0,0,1
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0,0,1
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0,,1
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0,0,1
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0,0,1
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0,0,1
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0.21,0.21,0
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0.105,0.105,0
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0.145,0.145,0
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0.125,0.125,0
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0.095,0.095,0
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0.135,0.135,0
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",M01,"Crude oils",0.085,0.085,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",19.1778846153846,10.2950271129627,0.0192307692307692
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",18.17,10.8263060116418,0.02
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",18.17,11.6324092032374,0.02
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",19.1778846153846,,0.0192307692307692
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",18.17,11.274659371592,0.02
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",23.69,14.9674601628282,0.02
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",19.1778846153846,10.1303129682097,0.0192307692307692
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",17.6615242028271,3.30359778189759,0.240536538461538
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",14.3684712820513,3.47209688341472,0.250158
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",14.6459305128205,3.70336625532672,0.251158
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H,"Beverages and tobacco",18.1645398586456,4.08453955769637,0.240536538461538
